cycle_number,capacity_ah,soh
1,5.10200645131453,100.0
2,5.089511812628226,99.75510343223723
3,5.080006564341722,99.56879931096245
4,5.071891913924123,99.40975109150149
5,5.065097640490048,99.27658243523051
6,5.05932906317665,99.16351755833463
7,5.054125452808075,99.06152610814283
8,5.049273637117886,98.96642988009046
9,5.044648157680084,98.87576987246521
10,5.040175458034462,98.78810436893633
11,5.035778071675219,98.70191501576312
12,5.0314320201577925,98.61673183226661
13,5.0271345303319475,98.53250046433611
14,5.022890459631696,98.44931611831949
15,5.018708952582045,98.36735802811415
16,5.014597512464402,98.28677325902622
17,5.010565074410866,98.20773694082445
18,5.006617390752279,98.13036181995272
19,5.002765578689362,98.05486579501289
20,4.998996853292292,97.98099827969253
21,4.995321068864689,97.90895241964357
22,4.991732572922588,97.83861742543407
23,4.988218297721357,97.76973716754404
24,4.98476911843289,97.702132798138
25,4.981377373341851,97.63565414658386
26,4.97803860863254,97.57021391750592
27,4.974745214591872,97.50566295952312
28,4.97149410847692,97.4419408504671
29,4.968281215492895,97.37896772382206
30,4.965102813673876,97.31667062856455
31,4.961956425611201,97.25500100715779
32,4.958841022572807,97.19393869631749
33,4.955743829896448,97.13323331097715
34,4.9526749665298455,97.07308318384801
35,4.94962853830924,97.01337278854226
36,4.946600030904148,96.9540136435864
37,4.943591785794066,96.89505164228774
38,4.940605239630108,96.83651494319776
39,4.937636851950112,96.77833415279065
40,4.934690404844702,96.72058340054197
41,4.9317662663378785,96.66326989977073
42,4.928863739662862,96.60637999375604
43,4.9259934469026225,96.55012187672641
44,4.9231261788886975,96.49392304512386
45,4.920292145928615,96.43837562496425
46,4.917479769594368,96.38325267753005
47,4.914694882546519,96.32866852373834
48,4.911927609664765,96.27442960992745
49,4.909177221825312,96.2205216451748
50,4.906480967044893,96.16767469552573
51,4.903753584775879,96.11421764299081
52,4.901072866125667,96.06167520354482
53,4.898414349320456,96.0095679231919
54,4.895775560055329,95.95784730522898
55,4.89315788359371,95.9065405010021
56,4.890562959185012,95.85567964001615
57,4.887994065054494,95.80532897591895
58,4.885419907336637,95.75487514481505
59,4.882877530054246,95.70504421444184
60,4.88035182527865,95.65554006740288
61,4.877843333585191,95.60637329904623
62,4.875349629772186,95.55749637509875
63,4.872871132820058,95.50891750763202
64,4.870405271354424,95.46058629736868
65,4.867952437122018,95.41251042259643
66,4.865513096456985,95.36469902352607
67,4.863088392218405,95.31717450034647
68,4.860666363909594,95.2697024257436
69,4.858260111027848,95.22253955159384
70,4.855866758691576,95.17562952983847
71,4.853476110948685,95.12877251847041
72,4.851098713703898,95.08217521861452
73,4.8487298618012815,95.03574540859329
74,4.846370297208772,94.98949763107622
75,4.8440195241063915,94.94342216792634
76,4.841673910067095,94.89744782309397
77,4.839337375285361,94.85165143290845
78,4.837008188549618,94.80599906539445
79,4.834686438506307,94.76049245803388
80,4.832370671546139,94.71510311989277
81,4.830061885750174,94.66985061349169
82,4.827761519437271,94.62476313007014
83,4.825464160500014,94.57973459160827
84,4.823173558257959,94.53483848526436
85,4.820889169843247,94.49006417075672
86,4.818610877404113,94.44540933817518
87,4.8163584047406,94.40126057660447
88,4.814070506086167,94.35641746093488
89,4.811808627772965,94.31208434738856
90,4.80955194226562,94.26785301352257
91,4.807301067919211,94.22373557917811
92,4.80505244853162,94.17966234232416
