cycle_number,capacity_ah,soh
1,5.105074196237256,100.0
2,5.093935510131676,99.78181147467376
3,5.084549464952299,99.59795430005532
4,5.0761227461904745,99.4328887508017
5,5.068359264428836,99.28081492262187
6,5.061480578003508,99.14607277861154
7,5.055198269651402,99.02301269935283
8,5.0495328574768905,98.91203660073535
9,5.044185819479072,98.80729692816097
10,5.039052830598936,98.70675012545398
11,5.034049488897914,98.60874289757254
12,5.029137891108434,98.51253278189782
13,5.02426542483446,98.41708918819717
14,5.019439181684128,98.3225510294004
15,5.014600182686183,98.22776300454639
16,5.009826532660848,98.13425505849433
17,5.00511630544303,98.04198946084072
18,5.00045166344172,97.95061680254032
19,4.995872425174393,97.86091706280486
20,4.991382371235699,97.77296429726027
21,4.9869737984305385,97.68660761299485
22,4.982657805585282,97.6020644177473
23,4.9784379979397935,97.51940533223198
24,4.974302486454527,97.43839746973481
25,4.970229891593408,97.35862204033711
26,4.966222849071439,97.28013067335714
27,4.962266692236457,97.20263607322188
28,4.9583587771191855,97.12608644892549
29,4.95450431123798,97.05058380718043
30,4.950685277913862,96.97577523090285
31,4.94690076917791,96.90164293447627
32,4.94315820930302,96.82833234718552
33,4.939432149289257,96.75534496501368
34,4.935741591140289,96.68305300593329
35,4.932074980399897,96.61123013716687
36,4.928430153325965,96.53983397456813
37,4.924815884266441,96.46903639316984
38,4.92120861531149,96.39837593229721
39,4.917630872580849,96.32829384155545
40,4.91407863934188,96.25871143976417
41,4.910548206188935,96.18955606577279
42,4.9071103926706865,96.12221495796318
43,4.903567889964898,96.0528231612994
44,4.90011927181137,95.98527040847027
45,4.896695865405168,95.91821151226999
46,4.893302103916956,95.85173331121439
47,4.889928303441337,95.78564611353751
48,4.886587005932144,95.7201955954695
49,4.8832702421444285,95.65522565262009
50,4.879974261663309,95.59066282053531
51,4.876710982534759,95.52674055411744
52,4.873472143323348,95.46329702544554
53,4.870271456292021,95.40060083517888
54,4.867060878647211,95.33771090407511
55,4.863924203432064,95.27626859991705
56,4.860753377810082,95.21415734550433
57,4.857623171418227,95.1528417549462
58,4.854523014236574,95.09211477895163
59,4.851441325595858,95.03174957127283
60,4.848377645052593,94.9717371125798
61,4.845334833047222,94.91213343419224
62,4.842312597885429,94.85293282229868
63,4.839298412047286,94.79388988340538
64,4.83629521932177,94.73506228149256
65,4.833314551086283,94.67667589726166
66,4.830344910220148,94.61850552104416
67,4.827384701864429,94.56051991217875
68,4.8244392592845315,94.50282354055561
69,4.821516047742883,94.44556263837708
70,4.818584134568205,94.38813128553134
71,4.815674345105924,94.33113329979342
72,4.812772725321307,94.27429534459279
73,4.809878074943596,94.21759390860103
74,4.806999244661504,94.16120236224086
75,4.8041276049736075,94.10495166778449
76,4.801264072528693,94.04885978087275
