cycle_number,capacity_ah,soh
1,5.102938487601999,100.0
2,5.088469224719832,99.71645233589783
3,5.076242846719876,99.47685748227258
4,5.065445680697108,99.26527025563834
5,5.056558749333902,99.09111704205765
6,5.048605804669083,98.93526674748439
7,5.041046397504893,98.7871284310505
8,5.033532736634933,98.63988658425546
9,5.025958572813919,98.49145908822715
10,5.018418460187036,98.34369887819906
11,5.011046735997395,98.19923850095661
12,5.003950066653146,98.0601682503257
13,4.997167562810332,97.92725456031567
14,4.990632510532386,97.79919006779193
15,4.984271458178461,97.67453537384687
16,4.9780225092738934,97.55207752098916
17,4.971863435695585,97.43138091464613
18,4.965727196863442,97.31113179059629
19,4.959661243112432,97.19226001180162
20,4.953670018117899,97.07485265897758
21,4.947792221773461,96.95966811660618
22,4.942063922662289,96.84741320455718
23,4.9364996189009585,96.73837203592758
24,4.931100856454743,96.63257490630646
25,4.925853197546221,96.52973888503612
26,4.920749186098243,96.42971785871221
27,4.91564951752893,96.32978193783636
28,4.91062527397876,96.23132408727875
29,4.905651200322608,96.13384939366375
30,4.900641410312967,96.03567478266632
31,4.895616590027483,95.93720563008509
32,4.890532253277671,95.83757016000907
33,4.885363733990081,95.7362850024445
34,4.880124154018483,95.63360730048262
35,4.874877239766505,95.53078587191307
36,4.869687891615983,95.42909254045063
37,4.864588255577887,95.32915725707447
38,4.859649216410349,95.23236911864133
39,4.854863591756975,95.13858737572986
40,4.8502508865921445,95.0481942585869
41,4.845802430817888,94.96101986318581
42,4.841489115265454,94.8764937501842
43,4.837271310099964,94.7938393114576
44,4.833136570540275,94.71281267220388
45,4.829054794945476,94.63282394404821
46,4.825020448783838,94.55376466925115
47,4.821019498174341,94.47535983213196
48,4.817065161586079,94.39786846910908
49,4.813093990714916,94.32004721218405
50,4.809153775812859,94.2428325855208
51,4.805221321702453,94.16577004361557
52,4.801261668770701,94.08817449859046
53,4.797301852697269,94.01057575655088
54,4.793316742718059,93.93248134116861
55,4.789293231718345,93.85363439818684
56,4.785229279834948,93.77399495332051
57,4.7811715823065715,93.69447807224826
58,4.7769820132942025,93.61237696476778
59,4.772797474390161,93.53037443006725
60,4.768584089391304,93.44780661136646
61,4.7643636235794435,93.36510003314461
62,4.7601270229303125,93.28207726774339
63,4.755898625171886,93.19921525071733
64,4.751694955657127,93.11683782200694
65,4.7475165501851935,93.03495548142836
66,4.743383997000092,92.95397168757817
67,4.739286038393941,92.87366582819722
68,4.735252043536448,92.79461343775014
69,4.73127463487073,92.71666994155905
70,4.727349178397135,92.63974452920824
71,4.723468525016848,92.56369710301028
72,4.719613947419075,92.48816067224321
73,4.715801073027235,92.4134414805245
74,4.71201803845187,92.33930704632435
75,4.708274282842566,92.26594234442955
76,4.704539949333671,92.19276228321644
77,4.700881563010115,92.12107052497862
78,4.697160379963877,92.04814816749226
79,4.6934983982979475,91.97638595294026
80,4.689864090470184,91.90516605020005
81,4.686240846940649,91.83416296955666
82,4.682633658639422,91.76347451603148
83,4.679036129432342,91.69297534744811
84,4.6754612769137704,91.62292056377284
85,4.671894114374719,91.55301647718197
86,4.66834935298584,91.48355137589786
87,4.6647933893106375,91.41386674842602
88,4.661263650886838,91.34469604545997
89,4.65774050288564,91.27565449205389
90,4.654243076030536,91.2071169844276
91,4.6507258980750095,91.13819242333263
92,4.647235841439713,91.06979934660289
93,4.643759282513284,91.0016707784284
94,4.640283644058926,90.9335602483328
95,4.636826372647977,90.86580964896052
96,4.633370753425427,90.79809142678431
97,4.630063865909904,90.73328783325564
98,4.626509302045107,90.66363063724137
99,4.623070895998412,90.59624973396281
100,4.619660546689117,90.52941864600083
101,4.6162518829418735,90.46262058924344
102,4.612847721047271,90.39591075327593
103,4.609460161529625,90.32952626665363
104,4.6060928886521,90.26353932823166
105,4.602701577445268,90.19708132143673
106,4.59933720349566,90.13115119200674
107,4.595977006094879,90.06530290853351
108,4.592642589872558,89.99995984726749
109,4.589287628464556,89.93421417119961
110,4.585945787379453,89.86872560822316
111,4.5826408377955525,89.80395999147254
112,4.579295481160566,89.73840253583958
113,4.575978911683257,89.67340920924222
114,4.572671157668746,89.60858863532101
115,4.569373489513844,89.54396570947321
116,4.566075064920095,89.47932796003211
117,4.5627887434383885,89.41492738985689
118,4.559509244331515,89.35066051470561
119,4.55623770590982,89.2865496415363
120,4.5529804748863905,89.22271914404269
121,4.549711737843664,89.1586631682423
122,4.546459442843291,89.09492939978175
123,4.543216154859975,89.03137213780032
124,4.539974978761927,88.96785626148859
125,4.536748522242352,88.90462883816352
126,4.533513507321382,88.8412336996795
127,4.530293148817466,88.77812577643606
128,4.527076495310213,88.71509045835279
129,4.523867901622016,88.65221308493368
130,4.520666004898738,88.5894669489366
131,4.51747079176608,88.5268517882714
132,4.514281035335934,88.46434356016135
133,4.511105755038261,88.4021190143357
134,4.50791821025104,88.33965412680146
