cycle_number,capacity_ah,soh
1,5.102654834652938,100.0
2,5.088291465922101,99.7185118492967
3,5.0765538907454655,99.48848305924561
4,5.066202791803549,99.28562593335066
5,5.057431987251561,99.11373885032823
6,5.049793193982611,98.96403651857194
7,5.04274475563475,98.82590375089984
8,5.036029368358412,98.69429799871898
9,5.029497845672721,98.56629555886485
10,5.023027697594529,98.43949591656389
11,5.01661570096199,98.31383590544587
12,5.010277223888094,98.18961670427925
13,5.0040457949682375,98.06749539445563
14,4.997948960203834,97.94801181263468
15,4.99199481372262,97.83132458462978
16,4.986231414050956,97.7183755442102
17,4.980601940664038,97.60805114310263
18,4.975142951859301,97.50106783771295
19,4.96979935537349,97.39634594961811
20,4.964558940329568,97.29364617442789
21,4.959419135061019,97.1929181135439
22,4.954341559570579,97.0934096095401
23,4.949342053584106,96.99543108368489
24,4.944397061106689,96.89852089403547
25,4.93950492146096,96.80264649523222
26,4.9346552195193825,96.70760377533978
27,4.929843841114346,96.61331210637637
28,4.925077868371658,96.5199102813044
29,4.920347680169413,96.42720974882627
30,4.915666185138753,96.33546348766694
31,4.9110391826833695,96.24478515246071
32,4.906443105727399,96.15471288410427
33,4.90190434587941,96.06576389588024
34,4.897412643969535,95.97773713225573
35,4.892985973463922,95.89098483077629
36,4.888575129705662,95.80454269621713
37,4.884231582739613,95.71941942006387
38,4.879930753957123,95.63513331955632
39,4.875671634821016,95.55166462974444
40,4.871475444804503,95.46942920225645
41,4.867295374430548,95.38750968174398
42,4.86318368086838,95.3069301854738
43,4.8591146088190404,95.22718597033104
44,4.8550407648142295,95.14734823611579
45,4.85102905580284,95.06872820122445
46,4.847031377759001,94.99038314020464
47,4.843071400605681,94.91277692772036
48,4.839136302348307,94.83565828291903
49,4.83522648667389,94.75903511711394
50,4.831338722576299,94.68284411020537
51,4.827467349426808,94.60697432722102
52,4.8236163950005295,94.53150470305351
53,4.81979924126405,94.45669749268615
54,4.816022664019431,94.3826854858584
55,4.812176388967754,94.30730756639663
56,4.808395688812157,94.23321476023773
57,4.804629299860125,94.15940241991534
58,4.8008796130475595,94.08591740213397
59,4.797148203201769,94.01279056979467
60,4.793415740301628,93.93964310007375
61,4.789732316133113,93.86745667383343
62,4.786012710191421,93.79456117017459
63,4.78232751068816,93.72233995156041
64,4.778649305882552,93.65025581252306
65,4.774983564774483,93.57841593256147
66,4.771347136409165,93.50715051322285
67,4.767697526833799,93.43562677325554
68,4.764076384164273,93.36466091750269
69,4.760445148154284,93.29349725608219
70,4.756829238783139,93.22263396063471
71,4.75323137856217,93.15212438596123
72,4.749639093725081,93.08172407566212
73,4.746062915293356,93.0116394129207
74,4.742565338857,92.94309516390345
75,4.738937159485173,92.87199140538173
76,4.7353773741796275,92.80222800924979
77,4.731836545982658,92.73283612773503
78,4.728303687816954,92.66360044003552
79,4.724781556567393,92.59457497459267
80,4.7212831856917425,92.52601515643896
81,4.717762854279677,92.45702496356604
82,4.714270852120572,92.38858995723582
83,4.710785449590598,92.32028428807114
84,4.707310330859838,92.2521801571164
85,4.703850797702244,92.1843814666367
86,4.700397259826516,92.11670026954151
87,4.696950422117484,92.04915037991105
88,4.693531121884833,91.9821401598697
89,4.690093170028863,91.9147644120017
90,4.686683165904483,91.84793637375735
91,4.683276522382512,91.7811741953941
92,4.679896080066632,91.71492549887394
93,4.676496618552095,91.64830407091745
94,4.6731164482582646,91.5820607053879
95,4.669766669443718,91.51641294117314
96,4.666394213694456,91.45032076252215
97,4.663054659337856,91.38487337356845
98,4.659714886598001,91.31942170481803
99,4.656374596548355,91.25395989801576
100,4.653054361421091,91.1888911203921
101,4.6497390244885475,91.12391833583241
102,4.646433338851872,91.05913469390887
103,4.643135306243578,90.99450103329173
104,4.6398425867462025,90.92997149711746
105,4.636560176163586,90.8656439913586
106,4.633286922769888,90.80149594490503
107,4.630029382377762,90.73765583622271
108,4.626775200179494,90.6738815402196
109,4.623509680610479,90.6098850584894
