cycle_number,capacity_ah,soh
1,5.10569979590954,100.0
2,5.096105028716817,99.81207733364171
3,5.087522447033351,99.64397928584144
4,5.079455938408792,99.48598902109809
5,5.0717697497761405,99.33544768612165
6,5.064375973676106,99.1906335294813
7,5.057300843747264,99.05206036200853
8,5.050789199729897,98.92452360352962
9,5.044727416884691,98.80579780515696
10,5.038948518661572,98.6926125719055
11,5.033360597086208,98.58316779844192
12,5.027898266771992,98.47618284960899
13,5.022522287290858,98.37088916419803
14,5.017191249504493,98.26647570474168
15,5.011862223073015,98.1621016395891
16,5.006534762076932,98.05775823498172
17,5.001194991783447,97.95317374104492
18,4.995868753704838,97.84885428844262
19,4.990569252621116,97.74505850538527
20,4.985313493134956,97.64211944323417
21,4.980109799706499,97.54020014448052
22,4.97496300587102,97.43939527852264
23,4.969905017162926,97.34032974568136
24,4.964925427765799,97.24279973811772
25,4.96002633756545,97.1468463840981
26,4.955212006467054,97.05255311792813
27,4.950456101451981,96.9594041823232
28,4.945752538786048,96.86728042154704
29,4.941103376160513,96.77622213744542
30,4.936499484260746,96.68605052368434
31,4.93194563251263,96.59685899401853
32,4.927418684296403,96.50819439568366
33,4.922920961169812,96.4201021986024
34,4.918444626917055,96.33242892301453
35,4.913998400141782,96.24534533108782
36,4.909571833381252,96.15864679930033
37,4.905178944286641,96.07260787671953
38,4.900773258954787,95.98631832762807
39,4.896422547106254,95.90110548663772
40,4.892066435302865,95.81578688238136
41,4.88774718864198,95.73119031710064
42,4.883459167412903,95.64720533168273
43,4.879203325341828,95.56385060576474
44,4.874970215122273,95.48094110483902
45,4.870771971114765,95.39871449192943
46,4.866620373268949,95.31740148858478
47,4.8624778091793495,95.23626541997145
48,4.85837863965598,95.15597927532475
49,4.854316627258549,95.07642088842772
50,4.850281478812696,94.99738865764348
51,4.846289855243229,94.91920890307459
52,4.842330794308082,94.84166691875505
53,4.838384632352954,94.76437757326141
54,4.834478185433753,94.68786608462413
55,4.830599853780934,94.61190526029354
56,4.826751621943608,94.53653396955669
57,4.822933103028163,94.4617446347332
58,4.819125916985803,94.38717726503766
59,4.815324455265123,94.31272201164172
60,4.811579719892892,94.23937779788221
61,4.8078052471490365,94.16545114933778
62,4.804064205752649,94.09217928561824
63,4.800341997479296,94.01927628657519
64,4.796633846632299,93.94664861563443
65,4.792938820458159,93.87427800392904
66,4.789258024329955,93.80218610124506
67,4.785595758007886,93.73045712248678
68,4.781915047971576,93.65836690599463
69,4.778268008070349,93.58693615121055
70,4.774620092980535,93.51548825502331
71,4.7709978879448,93.44454391476584
72,4.767358603950689,93.37326506681974
73,4.763733589260922,93.30226569680839
74,4.760119471023365,93.2314797442059
75,4.7565130695569104,93.16084493192525
76,4.752912595841659,93.09032622030543
77,4.749318690123896,93.01993614918057
78,4.745728083959832,92.94961070296179
79,4.742148086762036,92.87949304346556
80,4.7385715196325044,92.80944256512767
81,4.734990126793415,92.73929757066561
82,4.7314272028399325,92.66951430694265
83,4.727848663161193,92.59942519434723
84,4.7242845433773955,92.52961850914703
85,4.720754405631018,92.46047739455965
86,4.7171923323269365,92.3907107916165
87,4.713638208507727,92.32109988691629
88,4.710085314706385,92.25151307328912
89,4.706554618008348,92.1823610111004
90,4.703030495059842,92.11333770206586
91,4.699517380102803,92.04452999504295
92,4.696200098597909,91.97955787295399
93,4.692514270660045,91.90736741747878
94,4.689016109097651,91.83885258695162
95,4.685544707109704,91.77086186821158
96,4.682076881683427,91.70294119984295
97,4.678615119837284,91.63513929247432
98,4.675160677318429,91.56748074111134
99,4.671723352739715,91.50015746093204
100,4.668312947318554,91.43336141812722
101,4.664890552386147,91.36633054930982
102,4.661477798645132,91.299488512421
103,4.6580863393547824,91.23306354765775
104,4.654692618315877,91.16659428439195
105,4.651321222343421,91.10056227884479
106,4.647957828709655,91.034687006733
107,4.644599713259765,90.96891511288644
108,4.641246449186475,90.90323823787753
109,4.637911766375519,90.83792529461306
110,4.634587339089938,90.77281321559416
111,4.631280428714349,90.70804422196396
112,4.627965156842138,90.64311146044777
113,4.624664415107077,90.57846328552557
114,4.62138511841584,90.51423513223963
115,4.618090766107441,90.44971210033246
116,4.6148267264130105,90.38578276988015
117,4.611554458505644,90.32169228202991
118,4.608393322534737,90.25977841914595
119,4.605047401515121,90.19424536484657
120,4.601805975143563,90.1307589378899
121,4.598570607981961,90.06739118633908
