simulation_index,param_file,cycle_detail_csv,life_detail_csv,80soh_cycle,Initial SEI thickness [m]__multiplier,SEI solvent diffusivity [m2.s-1]__multiplier,Lithium plating kinetic rate constant [m.s-1]__multiplier,Dead lithium decay constant [s-1]__multiplier,Negative electrode critical stress [Pa]__multiplier,Negative electrode LAM constant proportional term [s-1]__multiplier,Initial SEI thickness [m]__value,SEI solvent diffusivity [m2.s-1]__value,Lithium plating kinetic rate constant [m.s-1]__value,Dead lithium decay constant [s-1]__value,Negative electrode critical stress [Pa]__value,Negative electrode LAM constant proportional term [s-1]__value
71,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000071.csv,life_soh_csv/sim_000071.csv,496,1.8242781955871772,6.209692435541488,23.20207403840028,16.290909495750967,0.878031253742307,1.2649528482347288,9.121390977935887e-09,1.5524231088853718e-21,2.320207403840028e-08,1.6290909495750967e-05,52681875.224538416,5.059811392938915e-06
72,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000072.csv,life_soh_csv/sim_000072.csv,367,1.38545350069999,20.1900286125706,41.5577563663161,48.73842106650766,1.0603461243704813,2.3162079851768285,6.92726750349995e-09,5.04750715314265e-21,4.15577563663161e-08,4.873842106650766e-05,63620767.46222887,9.264831940707313e-06
73,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000073.csv,life_soh_csv/sim_000073.csv,345,1.8783179301871282,26.689580558128643,13.814179546099492,31.074508648378828,0.967216094772454,2.1172947153015986,9.391589650935642e-09,6.67239513953216e-21,1.3814179546099493e-08,3.107450864837883e-05,58032965.68634724,8.469178861206394e-06
74,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000074.csv,life_soh_csv/sim_000074.csv,335,1.6619149211010826,27.080193431521003,23.76533495057909,29.100287551097612,0.9819947401635867,2.3552253702739714,8.309574605505413e-09,6.77004835788025e-21,2.376533495057909e-08,2.910028755109761e-05,58919684.4098152,9.420901481095885e-06
75,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000075.csv,life_soh_csv/sim_000075.csv,410,1.7974408587225414,7.760920205313759,15.129409305046112,14.922015923321364,1.069505987930397,2.6142788253801252,8.987204293612707e-09,1.9402300513284398e-21,1.5129409305046112e-08,1.4922015923321364e-05,64170359.27582382,1.04571153015205e-05
76,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000076.csv,life_soh_csv/sim_000076.csv,345,1.4596567676891141,21.281907989224724,29.233547083666398,49.21635051349049,0.8105098849036284,1.4226116942410285,7.29828383844557e-09,5.320476997306181e-21,2.92335470836664e-08,4.921635051349049e-05,48630593.0942177,5.690446776964114e-06
77,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000077.csv,life_soh_csv/sim_000077.csv,328,1.0667349766591019,20.057035237538596,47.73154856312565,43.0834136089558,0.913331548357523,2.102938387799916,5.333674883295509e-09,5.0142588093846486e-21,4.773154856312565e-08,4.30834136089558e-05,54799892.90145138,8.411753551199665e-06
78,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000078.csv,life_soh_csv/sim_000078.csv,875,1.8898190922821072,17.006061897797828,7.392360409063608,7.969576858728977,1.0261919815810256,1.0611385327297886,9.449095461410537e-09,4.251515474449457e-21,7.392360409063608e-09,7.969576858728976e-06,61571518.89486154,4.244554130919155e-06
79,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000079.csv,life_soh_csv/sim_000079.csv,348,1.3231650896948637,12.202277431440454,42.80724781839855,38.03519776433582,1.160357106142241,2.8685358957662714,6.615825448474318e-09,3.050569357860113e-21,4.280724781839855e-08,3.8035197764335816e-05,69621426.36853446,1.1474143583065085e-05
80,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000080.csv,life_soh_csv/sim_000080.csv,609,1.219030475062361,9.838143093979886,35.19136348001901,20.485988654246405,1.1409687151398744,1.7523573237024899,6.095152375311805e-09,2.4595357734949713e-21,3.519136348001901e-08,2.0485988654246406e-05,68458122.90839246,7.009429294809959e-06
81,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000081.csv,life_soh_csv/sim_000081.csv,395,1.6019455319718334,25.830421516062515,19.63430177784569,22.655977131735725,0.8860883101524156,1.6945954465260202,8.009727659859168e-09,6.457605379015628e-21,1.963430177784569e-08,2.2655977131735722e-05,53165298.60914494,6.778381786104081e-06
82,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000082.csv,life_soh_csv/sim_000082.csv,439,1.6220390016952524,14.3488027900497,17.089104260835825,26.650362989126013,0.969877720555864,1.6023170870163077,8.110195008476262e-09,3.587200697512424e-21,1.7089104260835827e-08,2.665036298912601e-05,58192663.23335184,6.409268348065231e-06
83,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000083.csv,life_soh_csv/sim_000083.csv,635,1.0968307970339086,22.357546900281463,42.01799540135676,13.422267856264456,1.1071488929776523,1.7710070941068718,5.484153985169543e-09,5.589386725070365e-21,4.2017995401356756e-08,1.3422267856264456e-05,66428933.57865914,7.084028376427487e-06
84,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000084.csv,life_soh_csv/sim_000084.csv,242,1.7391787441156359,9.909116566170113,31.468229758660435,34.318348966100515,0.9327076051315721,2.878723600488721,8.695893720578179e-09,2.477279141542528e-21,3.1468229758660436e-08,3.4318348966100515e-05,55962456.30789433,1.1514894401954883e-05
86,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000086.csv,life_soh_csv/sim_000086.csv,330,1.2778631145123385,14.792843597396564,48.300521612424795,19.07511417380778,0.8447697275200207,2.2220683150502403,6.389315572561693e-09,3.69821089934914e-21,4.83005216124248e-08,1.9075114173807777e-05,50686183.65120124,8.888273260200961e-06
87,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000087.csv,life_soh_csv/sim_000087.csv,360,1.4819214070213778,24.906545764044324,23.07726477342357,43.64830358597972,1.050128205038538,2.4115333831035444,7.409607035106889e-09,6.2266364410110804e-21,2.307726477342357e-08,4.364830358597972e-05,63007692.302312285,9.646133532414178e-06
88,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000088.csv,life_soh_csv/sim_000088.csv,554,1.1383319194654178,26.87622305020045,34.019040679867004,8.485511294858624,1.1987918281422567,2.6230070828582073,5.691659597327089e-09,6.719055762550112e-21,3.4019040679867006e-08,8.485511294858624e-06,71927509.6885354,1.0492028331432829e-05
89,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000089.csv,life_soh_csv/sim_000089.csv,369,1.8140070842091909,8.114005184029514,11.363830278535193,32.302714597727245,0.8686497311799712,1.1843712793879269,9.070035421045954e-09,2.0285012960073784e-21,1.1363830278535195e-08,3.230271459772724e-05,52118983.870798275,4.737485117551707e-06
90,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000090.csv,life_soh_csv/sim_000090.csv,476,1.048251210128509,28.108068350788376,5.266705799054174,31.890040359548216,0.9428041259407961,1.5676449414439209,5.241256050642546e-09,7.027017087697093e-21,5.266705799054174e-09,3.189004035954822e-05,56568247.55644777,6.270579765775683e-06
91,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000091.csv,life_soh_csv/sim_000091.csv,655,1.469564987633869,25.998428472452517,37.74068312288604,13.563906069399486,1.1795254244951883,2.0062081980058526,7.3478249381693455e-09,6.499607118113129e-21,3.774068312288604e-08,1.3563906069399485e-05,70771525.46971129,8.02483279202341e-06
92,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000092.csv,life_soh_csv/sim_000092.csv,275,1.54060197585604,6.297273066344166,41.127446713135505,37.146855845555336,1.005640764038884,2.4709110497391036,7.7030098792802e-09,1.5743182665860414e-21,4.1127446713135506e-08,3.7146855845555334e-05,60338445.84233304,9.883644198956415e-06
93,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000093.csv,life_soh_csv/sim_000093.csv,463,1.158055646944599,10.862459363693615,24.69655445183721,9.407762691093977,1.0723088606588027,2.7009349988320075,5.790278234722995e-09,2.7156148409234037e-21,2.4696554451837208e-08,9.407762691093976e-06,64338531.63952816,1.080373999532803e-05
94,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000094.csv,life_soh_csv/sim_000094.csv,809,1.9371413834097337,23.652784198926923,48.6119260369047,17.738403638221826,1.1240155189429104,1.3762161812804246,9.68570691704867e-09,5.9131960497317306e-21,4.8611926036904704e-08,1.7738403638221824e-05,67440931.13657463,5.504864725121698e-06
95,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000095.csv,life_soh_csv/sim_000095.csv,484,1.295438925813674,15.858578681893619,14.770248303608723,22.493911550074518,0.8343419134410919,1.2454422940808771,6.477194629068371e-09,3.964644670473404e-21,1.4770248303608723e-08,2.2493911550074517e-05,50060514.806465514,4.9817691763235084e-06
96,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000096.csv,life_soh_csv/sim_000096.csv,198,1.8513121851552703,19.346652482345682,33.07009639940367,46.93041325239093,0.852336192448865,2.860073873754868,9.256560925776351e-09,4.83666312058642e-21,3.307009639940367e-08,4.6930413252390925e-05,51140171.5469319,1.144029549501947e-05
97,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000097.csv,life_soh_csv/sim_000097.csv,331,1.7241166014532614,14.174450208737731,18.834289527722326,40.519351321933826,0.9679220398579946,1.8581289044665419,8.620583007266308e-09,3.543612552184433e-21,1.8834289527722326e-08,4.051935132193382e-05,58075322.39147968,7.432515617866167e-06
98,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000098.csv,life_soh_csv/sim_000098.csv,241,1.886127515778957,20.12356779452351,38.033644445895746,37.63432854611204,0.820431463734726,2.2316643031256067,9.430637578894785e-09,5.0308919486308766e-21,3.8033644445895746e-08,3.7634328546112034e-05,49225887.82408356,8.926657212502426e-06
99,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000099.csv,life_soh_csv/sim_000099.csv,514,1.15827141051115,11.094053789997371,49.85570479234705,10.81458670373849,0.882336287585271,1.6101532613395655,5.79135705255575e-09,2.7735134474993425e-21,4.985570479234705e-08,1.081458670373849e-05,52940177.25511626,6.4406130453582615e-06
100,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000100.csv,life_soh_csv/sim_000100.csv,478,1.0646351228782038,12.352487290496356,16.575284871323618,18.741261890726815,0.9838671104740273,1.9898788919848602,5.323175614391019e-09,3.0881218226240888e-21,1.6575284871323618e-08,1.8741261890726813e-05,59032026.62844164,7.95951556793944e-06
101,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000101.csv,life_soh_csv/sim_000101.csv,550,1.669392411087124,16.185879302436355,39.00104309978845,7.333228683342853,1.1682981223670235,2.5896531255695656,8.346962055435621e-09,4.046469825609089e-21,3.900104309978845e-08,7.333228683342852e-06,70097887.3420214,1.0358612502278261e-05
102,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000102.csv,life_soh_csv/sim_000102.csv,279,1.432125735626855,6.9124901475971035,24.906792496480314,23.658862251491392,0.9380579347793045,2.9543649123575584,7.160628678134276e-09,1.7281225368992757e-21,2.4906792496480314e-08,2.365886225149139e-05,56283476.08675827,1.1817459649430233e-05
103,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000103.csv,life_soh_csv/sim_000103.csv,406,1.7625924359324328,21.61621324046471,28.22394041851401,42.30884116399528,1.121206650913844,2.3489243510699334,8.812962179662164e-09,5.404053310116177e-21,2.8223940418514012e-08,4.230884116399528e-05,67272399.05483064,9.395697404279733e-06
104,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000104.csv,life_soh_csv/sim_000104.csv,678,1.2631726015737605,24.133024152465328,9.160981551269582,27.67683677166575,1.0313884461270388,1.3475826213289495,6.315863007868803e-09,6.033256038116331e-21,9.160981551269583e-09,2.767683677166575e-05,61883306.76762233,5.390330485315798e-06
105,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000105.csv,life_soh_csv/sim_000105.csv,781,1.5008460487979232,28.72756653569807,12.63944578106193,44.4407843444356,1.0685353669664384,1.0855952732182972,7.504230243989617e-09,7.181891633924517e-21,1.2639445781061931e-08,4.44407843444356e-05,64112122.017986305,4.342381092873188e-06
106,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000106.csv,life_soh_csv/sim_000106.csv,411,1.3585585237623365,28.65951924582907,38.728542581806856,36.39405497169519,1.107077196081686,2.5531329738470028,6.792792618811683e-09,7.164879811457266e-21,3.8728542581806856e-08,3.639405497169519e-05,66424631.76490117,1.021253189538801e-05
107,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000107.csv,life_soh_csv/sim_000107.csv,836,1.583187597164934,24.647240510809777,6.616967428423958,41.61072092387914,1.0948064804642001,1.0184562755247615,7.91593798582467e-09,6.161810127702444e-21,6.616967428423958e-09,4.161072092387914e-05,65688388.82785201,4.073825102099046e-06
108,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000108.csv,life_soh_csv/sim_000108.csv,294,1.0534274496223501,7.56746956744815,40.58422863869516,28.78785549558543,0.9444275004557614,2.893752593103505,5.267137248111751e-09,1.8918673918620374e-21,4.058422863869516e-08,2.8787855495585428e-05,56665650.02734569,1.157501037241402e-05
109,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000109.csv,life_soh_csv/sim_000109.csv,737,1.7562932712721895,15.664422793489543,45.58534892002009,9.773090582064327,1.0366455450780276,1.2592173259687143,8.781466356360948e-09,3.916105698372385e-21,4.558534892002009e-08,9.773090582064327e-06,62198732.70468166,5.036869303874857e-06
110,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000110.csv,life_soh_csv/sim_000110.csv,344,1.239901665889919,17.830929133929125,27.142478910365895,24.15636874225392,0.8493100501514805,2.024416830668894,6.199508329449595e-09,4.457732283482281e-21,2.7142478910365898e-08,2.415636874225392e-05,50958603.00908883,8.097667322675577e-06
111,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000111.csv,life_soh_csv/sim_000111.csv,657,1.6831616900318973,22.070819064850266,14.064656996682803,12.32780467116087,1.1666430038166693,1.8495802215195476,8.415808450159487e-09,5.517704766212566e-21,1.4064656996682804e-08,1.2327804671160869e-05,69998580.22900015,7.39832088607819e-06
112,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000112.csv,life_soh_csv/sim_000112.csv,414,1.4423102198594706,13.782791604784185,29.865246351289414,44.71786129187928,0.9850463825262382,1.634880905701306,7.211551099297353e-09,3.445697901196046e-21,2.9865246351289414e-08,4.471786129187928e-05,59102782.951574296,6.5395236228052236e-06
113,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000113.csv,life_soh_csv/sim_000113.csv,322,1.992804361553468,10.983430705831134,20.7531243467491,18.330327556781832,0.8863774842923957,2.262545932670521,9.964021807767341e-09,2.7458576764577835e-21,2.07531243467491e-08,1.833032755678183e-05,53182649.05754374,9.050183730682085e-06
114,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000114.csv,life_soh_csv/sim_000114.csv,696,1.5029317833102218,13.628681864329923,41.69383621794042,42.70578751238739,0.9964278953735987,1.0217930045639436,7.514658916551108e-09,3.40717046608248e-21,4.169383621794042e-08,4.2705787512387385e-05,59785673.72241592,4.087172018255775e-06
115,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000115.csv,life_soh_csv/sim_000115.csv,503,1.3037539590869045,18.39608432949782,20.33329876403252,16.840502088304454,0.9234705414362224,1.584437371657806,6.518769795434523e-09,4.599021082374455e-21,2.0333298764032523e-08,1.6840502088304453e-05,55408232.48617335,6.337749486631224e-06
116,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000116.csv,life_soh_csv/sim_000116.csv,296,1.8919978298788334,7.13676861946787,15.191910153838833,35.61606888365049,0.9591228959638696,1.7854219314378976,9.459989149394167e-09,1.784192154866967e-21,1.5191910153838834e-08,3.561606888365049e-05,57547373.75783218,7.14168772575159e-06
117,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000117.csv,life_soh_csv/sim_000117.csv,455,1.243730086067318,24.398094366397316,31.57667848722622,10.028092474680946,1.1351579903669002,2.96956936290818,6.21865043033659e-09,6.0995235915993284e-21,3.1576678487226224e-08,1.0028092474680946e-05,68109479.42201401,1.1878277451632719e-05
118,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000118.csv,life_soh_csv/sim_000118.csv,324,1.7033237941441606,28.48482748621533,5.433817722825972,11.328718331455946,0.8623878326066811,2.4755260447272662,8.516618970720803e-09,7.121206871553831e-21,5.433817722825972e-09,1.1328718331455945e-05,51743269.956400864,9.902104178909065e-06
119,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000119.csv,life_soh_csv/sim_000119.csv,405,1.4437161438573147,16.46652270886234,33.249276995267266,27.9793837411123,0.804306556038497,1.290403873505892,7.218580719286574e-09,4.116630677215584e-21,3.324927699526727e-08,2.79793837411123e-05,48258393.36230982,5.161615494023568e-06
120,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000120.csv,life_soh_csv/sim_000120.csv,571,1.0313380750507495,21.52887354231021,47.035971830517845,24.224684673532597,1.1759869680312467,2.1235159590084187,5.156690375253747e-09,5.382218385577553e-21,4.703597183051785e-08,2.4224684673532595e-05,70559218.0818748,8.494063836033675e-06
121,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000121.csv,life_soh_csv/sim_000121.csv,228,1.8548692438678824,10.489909013079,26.18278738049922,48.082261902071565,1.026665967785794,2.639174074315958,9.274346219339412e-09,2.6224772532697496e-21,2.6182787380499222e-08,4.808226190207156e-05,61599958.06714765,1.0556696297263832e-05
122,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000122.csv,life_soh_csv/sim_000122.csv,550,1.7452557584268051,12.426372798898441,28.75831188897577,7.343213398270764,1.1096765386223986,2.3528293023302886,8.726278792134026e-09,3.1065931997246102e-21,2.875831188897577e-08,7.343213398270764e-06,66580592.31734391,9.411317209321154e-06
123,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000123.csv,life_soh_csv/sim_000123.csv,598,1.2873474189347265,22.86921413802331,26.644878493963304,24.32099710566816,0.9633602647702488,1.3629592796060281,6.436737094673632e-09,5.717303534505827e-21,2.6644878493963306e-08,2.4320997105668158e-05,57801615.88621493,5.451837118424112e-06
124,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000124.csv,life_soh_csv/sim_000124.csv,268,1.8528001098981788,24.353760690379755,37.75983472419529,36.41523551327698,1.006946612940433,2.9490580784874227,9.264000549490894e-09,6.088440172594938e-21,3.775983472419529e-08,3.641523551327698e-05,60416796.77642598,1.179623231394969e-05
125,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000125.csv,life_soh_csv/sim_000125.csv,322,1.2120781266728176,8.2616196513187,19.07977116183504,42.89483432055009,1.0997258927467637,2.6231996484618163,6.060390633364088e-09,2.0654049128296748e-21,1.907977116183504e-08,4.2894834320550086e-05,65983553.56480582,1.0492798593847264e-05
126,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000126.csv,life_soh_csv/sim_000126.csv,386,1.8915237135513965,7.326014816816601,7.216375361180042,32.85754297909784,0.899844019778151,1.1112898523556192,9.457618567756983e-09,1.8315037042041502e-21,7.216375361180042e-09,3.285754297909784e-05,53990641.18668906,4.445159409422476e-06
127,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000127.csv,life_soh_csv/sim_000127.csv,596,1.4843500699977963,27.65005019212854,39.60418245322262,46.11728677049524,1.1285418345357912,1.7024436392858744,7.421750349988981e-09,6.912512548032134e-21,3.960418245322262e-08,4.611728677049524e-05,67712510.07214747,6.809774557143497e-06
128,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000128.csv,life_soh_csv/sim_000128.csv,479,1.0349301449213688,14.47962418984208,46.865645362902434,13.061998380190877,0.9399972312417657,1.9495933488523174,5.174650724606844e-09,3.6199060474605196e-21,4.686564536290244e-08,1.3061998380190876e-05,56399833.874505945,7.798373395409268e-06
129,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000129.csv,life_soh_csv/sim_000129.csv,321,1.6225300772219682,18.410054547402044,11.843831925376746,18.469771203052947,0.8455799713359136,2.2268876281384364,8.112650386109842e-09,4.60251363685051e-21,1.1843831925376746e-08,1.8469771203052945e-05,50734798.28015482,8.907550512553745e-06
130,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000130.csv,life_soh_csv/sim_000130.csv,288,1.9312067456887023,13.390893632779997,30.50210732663361,21.205343156883547,0.9016334810443268,2.6206975695629664,9.656033728443512e-09,3.347723408194999e-21,3.0502107326633615e-08,2.1205343156883545e-05,54098008.86265961,1.0482790278251865e-05
131,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000131.csv,life_soh_csv/sim_000131.csv,556,1.208823342830021,25.290812611961144,12.43921009716868,8.153739584734085,1.0731683015923745,2.1229702416509637,6.044116714150105e-09,6.322703152990285e-21,1.243921009716868e-08,8.153739584734085e-06,64390098.09554247,8.491880966603855e-06
132,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000132.csv,life_soh_csv/sim_000132.csv,328,1.417385555880037,7.244990838834798,45.68330292027442,47.53858869839842,1.1573373352414509,2.4098833343102113,7.086927779400185e-09,1.8112477097086993e-21,4.568330292027443e-08,4.753858869839842e-05,69440240.11448705,9.639533337240845e-06
133,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000133.csv,life_soh_csv/sim_000133.csv,252,1.3501062778864603,22.894802272435903,10.154709579398322,23.834330847605287,0.8379970804812422,2.900109562579237,6.750531389432302e-09,5.7237005681089756e-21,1.0154709579398323e-08,2.3834330847605286e-05,50279824.828874536,1.1600438250316947e-05
134,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000134.csv,life_soh_csv/sim_000134.csv,643,1.8382117311828217,29.19021364846555,22.31891855142972,10.751799997262008,1.0120268047109877,1.5206910441792856,9.191058655914109e-09,7.297553412116388e-21,2.231891855142972e-08,1.0751799997262008e-05,60721608.28265926,6.082764176717142e-06
135,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000135.csv,life_soh_csv/sim_000135.csv,369,1.5969076033420633,11.222025651013043,36.878815830790515,43.33337336007223,0.992171687155615,1.7533377390185625,7.984538016710317e-09,2.8055064127532606e-21,3.6878815830790514e-08,4.333337336007223e-05,59530301.2293369,7.013350956074249e-06
136,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000136.csv,life_soh_csv/sim_000136.csv,655,1.7271177353069165,16.37342192362666,44.179539163440005,34.81099789936983,1.1256101851132267,1.4684641152243278,8.635588676534583e-09,4.0933554809066644e-21,4.417953916344001e-08,3.481099789936983e-05,67536611.10679361,5.873856460897311e-06
137,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000137.csv,life_soh_csv/sim_000137.csv,663,1.0913946433124353,20.453569247460024,16.381019834444615,31.402408821838865,0.8968542731541784,1.0321494469096715,5.456973216562177e-09,5.113392311865006e-21,1.6381019834444617e-08,3.1402408821838865e-05,53811256.3892507,4.128597787638686e-06
138,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000138.csv,life_soh_csv/sim_000138.csv,406,1.2256287162712396,21.01721618163907,31.572265896420664,32.49563937041359,0.8363177109431152,1.3870675814878815,6.128143581356198e-09,5.2543040454097676e-21,3.157226589642067e-08,3.249563937041359e-05,50179062.656586915,5.548270325951525e-06
139,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000139.csv,life_soh_csv/sim_000139.csv,326,1.9293810134878118,27.031632616836646,36.73933513018491,45.38053520615182,1.0608573594125783,2.671230140846321,9.646905067439059e-09,6.757908154209161e-21,3.6739335130184914e-08,4.538053520615182e-05,63651441.564754695,1.0684920563385282e-05
140,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000140.csv,life_soh_csv/sim_000140.csv,355,1.4178239842356306,18.515615219003358,26.387501917208986,33.499801205018514,0.9968164143041391,2.234548308698108,7.089119921178153e-09,4.628903804750839e-21,2.638750191720899e-08,3.3499801205018514e-05,59808984.858248346,8.938193234792432e-06
141,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000141.csv,life_soh_csv/sim_000141.csv,538,1.305801604996173,10.271049981198235,7.515302534639791,20.206888105654976,1.0056666741304707,1.6363749503063059,6.529008024980865e-09,2.5677624952995584e-21,7.515302534639791e-09,2.0206888105654975e-05,60340000.44782824,6.545499801225223e-06
142,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000142.csv,life_soh_csv/sim_000142.csv,737,1.8608952460225257,7.271597593223198,49.096739626115465,5.062729287395363,0.911760106126171,1.1903111978355398,9.304476230112628e-09,1.8178993983057996e-21,4.909673962611547e-08,5.062729287395363e-06,54705606.36757026,4.76124479134216e-06
143,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000143.csv,life_soh_csv/sim_000143.csv,287,1.5991858138521908,15.282039261278078,17.467243582117256,24.696941088942307,0.8538692380898085,2.3917334117347413,7.995929069260954e-09,3.820509815319519e-21,1.7467243582117257e-08,2.4696941088942304e-05,51232154.285388514,9.566933646938964e-06
144,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000144.csv,life_soh_csv/sim_000144.csv,629,1.0504161888359635,26.680619538991806,13.212112781306836,43.08729434779623,1.1939099885551552,1.9094806738019736,5.252080944179818e-09,6.670154884747951e-21,1.3212112781306837e-08,4.308729434779623e-05,71634599.31330931,7.637922695207894e-06
145,/home/peiheng/Pybamm4NMC/parameterset/set2.json,cycle_qv_csv/sim_000145.csv,life_soh_csv/sim_000145.csv,414,1.6754581207420753,11.731904942479671,42.501138267113504,13.349527043879137,1.1166080964649767,2.997307920417215,8.377290603710378e-09,2.9329762356199174e-21,4.250113826711351e-08,1.3349527043879136e-05,66996485.7878986,1.198923168166886e-05
